57    Q0   CACM-3077    1 114.514789   Tf_idf_Stop_SE
57    Q0   CACM-2438   50   8.215201   Tf_idf_Stop_SE
57    Q0   CACM-1942   51   8.215201   Tf_idf_Stop_SE
57    Q0   CACM-1680   52   8.143701   Tf_idf_Stop_SE
57    Q0   CACM-0071   53   8.143701   Tf_idf_Stop_SE
57    Q0   CACM-2411   54   8.143701   Tf_idf_Stop_SE
57    Q0   CACM-2937   55   8.143701   Tf_idf_Stop_SE
57    Q0   CACM-2160   56   7.958605   Tf_idf_Stop_SE
57    Q0   CACM-2090   57   7.958605   Tf_idf_Stop_SE
57    Q0   CACM-3145   58   7.830408   Tf_idf_Stop_SE
57    Q0   CACM-2939   59   7.830408   Tf_idf_Stop_SE
57    Q0   CACM-3091   60   7.830408   Tf_idf_Stop_SE
57    Q0   CACM-2326   61   7.667994   Tf_idf_Stop_SE
57    Q0   CACM-0695   62   7.667994   Tf_idf_Stop_SE
57    Q0   CACM-2154   63   7.651421   Tf_idf_Stop_SE
57    Q0   CACM-1106   64   7.533159   Tf_idf_Stop_SE
57    Q0   CACM-1458   65   7.475627   Tf_idf_Stop_SE
57    Q0   CACM-0196   66   7.379008   Tf_idf_Stop_SE
57    Q0   CACM-2470   67   7.379008   Tf_idf_Stop_SE
57    Q0   CACM-1007   68   7.379008   Tf_idf_Stop_SE
57    Q0   CACM-1755   69   7.376549   Tf_idf_Stop_SE
57    Q0   CACM-1677   70   7.354702   Tf_idf_Stop_SE
57    Q0   CACM-3030   71   7.354702   Tf_idf_Stop_SE
57    Q0   CACM-3049   72   7.249926   Tf_idf_Stop_SE
57    Q0   CACM-1029   73   7.249926   Tf_idf_Stop_SE
57    Q0   CACM-3202   74   7.098376   Tf_idf_Stop_SE
57    Q0   CACM-1470   75   7.041410   Tf_idf_Stop_SE
57    Q0   CACM-3004   76   7.041410   Tf_idf_Stop_SE
57    Q0   CACM-1247   77   7.041410   Tf_idf_Stop_SE
57    Q0   CACM-0046   78   6.978163   Tf_idf_Stop_SE
57    Q0   CACM-1948   79   6.978163   Tf_idf_Stop_SE
57    Q0   CACM-2923   80   6.978163   Tf_idf_Stop_SE
57    Q0   CACM-1348   81   6.978163   Tf_idf_Stop_SE
57    Q0   CACM-2053   82   6.978163   Tf_idf_Stop_SE
57    Q0   CACM-3008   83   6.973543   Tf_idf_Stop_SE
57    Q0   CACM-0632   84   6.973543   Tf_idf_Stop_SE
57    Q0   CACM-2479   85   6.754604   Tf_idf_Stop_SE
57    Q0   CACM-2163   86   6.754604   Tf_idf_Stop_SE
57    Q0   CACM-1025   87   6.754604   Tf_idf_Stop_SE
57    Q0   CACM-3204   88   6.646391   Tf_idf_Stop_SE
57    Q0   CACM-1870   89   6.646391   Tf_idf_Stop_SE
57    Q0   CACM-2148   90   6.481606   Tf_idf_Stop_SE
57    Q0   CACM-1454   91   6.481606   Tf_idf_Stop_SE
57    Q0   CACM-1457   92   6.481606   Tf_idf_Stop_SE
57    Q0   CACM-2317   93   6.481606   Tf_idf_Stop_SE
57    Q0   CACM-2929   94   6.481606   Tf_idf_Stop_SE
57    Q0   CACM-1902   95   6.481606   Tf_idf_Stop_SE
57    Q0   CACM-1835   96   6.481606   Tf_idf_Stop_SE
57    Q0   CACM-2931   97   6.481606   Tf_idf_Stop_SE
57    Q0   CACM-2138   98   6.481606   Tf_idf_Stop_SE
57    Q0   CACM-2227   99   6.481606   Tf_idf_Stop_SE
57    Q0   CACM-1485  100   6.481606   Tf_idf_Stop_SE
